onset	duration	trial_type
6.0	6.0	wordEF
18.0	6.0	wordC
30.0	6.0	wordEF
42.0	6.0	emoji
54.0	6.0	emoji
66.0	6.0	face
78.0	6.0	wordEF
90.0	6.0	Mu
102.0	6.0	face
114.0	6.0	wordC
126.0	6.0	emoji
138.0	6.0	Mu
150.0	6.0	wordC
162.0	6.0	wordEF
174.0	6.0	face
186.0	6.0	wordEF
198.0	6.0	wordEF
210.0	6.0	Mu
